x_value,total_1,total_2
8020,9534,5097
8021,9536,5095
8022,9537,5099
8023,9535,5100
8024,9534,5102
8025,9541,5106
8026,9536,5110
8027,9536,5116
8028,9531,5115
8029,9527,5118
8030,9533,5117
8031,9541,5121
8032,9546,5118
8033,9550,5124
8034,9546,5119
8035,9541,5115
8036,9546,5119
8037,9544,5123
8038,9546,5128
8039,9548,5134
8040,9543,5133
8041,9548,5136
8042,9551,5136
8043,9551,5136
8044,9551,5142
8045,9556,5140
8046,9554,5144
8047,9561,5146
8048,9555,5149
8049,9549,5149
8050,9556,5152
8051,9562,5153
8052,9562,5151
8053,9565,5157
8054,9570,5153
8055,9572,5152
8056,9575,5154
8057,9583,5154
8058,9589,5152
8059,9592,5148
8060,9586,5150
8061,9584,5155
8062,9592,5158
8063,9588,5158
8064,9593,5156
8065,9589,5162
8066,9595,5168
8067,9595,5171
8068,9601,5174
8069,9597,5177
8070,9604,5172
8071,9607,5171
8072,9603,5166
8073,9605,5165
8074,9607,5171
8075,9608,5167
8076,9602,5162
8077,9605,5159
8078,9603,5158
8079,9598,5162
8080,9597,5163
8081,9600,5169
8082,9608,5165
8083,9608,5163
8084,9613,5158
8085,9611,5156
8086,9607,5162
8087,9610,5158
8088,9617,5158
8089,9625,5153
8090,9631,5151
8091,9635,5150
8092,9635,5154
8093,9629,5152
8094,9629,5156
8095,9632,5162
8096,9631,5166
8097,9634,5165
8098,9628,5171
8099,9636,5167
8100,9635,5166
8101,9643,5169
8102,9638,5174
8103,9640,5177
8104,9638,5173
8105,9637,5173
8106,9639,5176
8107,9643,5178
8108,9650,5178
8109,9652,5183
8110,9656,5184
8111,9654,5187
8112,9655,5183
8113,9663,5184
8114,9658,5187
8115,9659,5184
8116,9665,5181
8117,9669,5180
8118,9671,5175
8119,9677,5171
8120,9679,5176
8121,9681,5182
8122,9675,5181
8123,9678,5186
8124,9679,5191
8125,9684,5194
8126,9685,5189
8127,9693,5193
8128,9701,5199
8129,9707,5200
8130,9709,5203
8131,9711,5202
8132,9714,5198
8133,9716,5201
8134,9723,5198
8135,9724,5200
8136,9726,5202
8137,9725,5203
8138,9729,5209
8139,9728,5206
8140,9732,5210
8141,9740,5209
8142,9739,5213
8143,9736,5212
8144,9737,5218
8145,9732,5223
8146,9739,5219
8147,9733,5216
8148,9739,5216
8149,9740,5213
8150,9744,5212
8151,9748,5212
8152,9754,5215
8153,9759,5214
8154,9761,5219
8155,9766,5225
8156,9771,5230
8157,9779,5230
8158,9786,5233
8159,9782,5231
8160,9778,5236
8161,9775,5237
8162,9772,5235
8163,9780,5235
8164,9776,5233
8165,9780,5239
8166,9788,5240
8167,9796,5239
8168,9798,5236
8169,9803,5237
8170,9805,5240
8171,9801,5245
8172,9798,5241
8173,9805,5242
8174,9813,5244
8175,9807,5239
8176,9814,5238
8177,9812,5242
8178,9811,5238
8179,9813,5237
8180,9809,5242
8181,9806,5247
8182,9811,5249
8183,9810,5247
8184,9817,5249
8185,9818,5249
8186,9820,5247
8187,9825,5246
8188,9820,5251
8189,9817,5247
8190,9819,5252
8191,9824,5247
8192,9826,5248
8193,9823,5250
8194,9828,5251
8195,9835,5253
8196,9841,5259
8197,9849,5257
8198,9843,5254
8199,9848,5254
8200,9846,5250
8201,9843,5247
8202,9837,5244
8203,9837,5248
8204,9838,5246
8205,9843,5249
8206,9845,5250
8207,9853,5248
8208,9858,5248
8209,9862,5244
8210,9856,5247
8211,9862,5248
8212,9860,5248
8213,9855,5254
8214,9860,5253
8215,9861,5250
8216,9866,5246
8217,9866,5250
8218,9861,5253
8219,9865,5256
8220,9873,5258
8221,9881,5264
8222,9889,5269
8223,9896,5273
8224,9897,5271
8225,9901,5276
8226,9902,5276
8227,9896,5274
8228,9900,5274
8229,9900,5279
8230,9906,5278
8231,9912,5283
8232,9909,5288
8233,9911,5286
8234,9909,5285
8235,9914,5285
8236,9921,5281
8237,9921,5278
8238,9919,5276
8239,9916,5271
8240,9924,5275
8241,9921,5276
8242,9916,5274
8243,9919,5270
8244,9922,5268
8245,9920,5270
8246,9918,5276
8247,9919,5282
8248,9915,5282
8249,9912,5278
8250,9909,5280
8251,9908,5286
8252,9913,5288
8253,9921,5284
8254,9917,5288
8255,9923,5290
8256,9928,5294
8257,9931,5292
8258,9933,5290
8259,9934,5287
8260,9933,5292
8261,9931,5287
8262,9934,5288
8263,9941,5286
8264,9941,5286
8265,9939,5290
8266,9940,5288
8267,9944,5289
8268,9940,5291
8269,9934,5286
8270,9929,5285
8271,9932,5290
8272,9929,5289
8273,9928,5287
8274,9934,5286
8275,9933,5283
8276,9936,5280
8277,9933,5285
8278,9934,5290
8279,9931,5294
8280,9936,5298
8281,9936,5303
8282,9941,5300
8283,9938,5300
8284,9933,5302
8285,9936,5299
8286,9940,5300
8287,9941,5298
8288,9939,5302
8289,9947,5303
8290,9945,5299
8291,9951,5294
8292,9949,5294
8293,9946,5291
8294,9945,5297
8295,9948,5300
8296,9944,5296
8297,9942,5300
8298,9948,5300
8299,9944,5296
8300,9942,5302
8301,9942,5302
8302,9939,5301
8303,9946,5302
8304,9944,5303
8305,9950,5305
8306,9951,5310
8307,9948,5313
8308,9950,5315
8309,9948,5311
8310,9956,5311
8311,9955,5306
8312,9961,5303
8313,9966,5300
8314,9962,5295
8315,9961,5290
8316,9966,5293
8317,9963,5293
8318,9964,5299
8319,9967,5305
8320,9974,5300
8321,9982,5304
8322,9989,5303
8323,9987,5302
8324,9988,5301
8325,9986,5306
8326,9989,5308
8327,9983,5308
8328,9977,5308
8329,9978,5306
8330,9980,5304
8331,9987,5310
8332,9989,5310
8333,9991,5312
8334,9985,5311
8335,9983,5314
8336,9987,5320
8337,9983,5317
8338,9978,5313
8339,9985,5319
8340,9993,5315
8341,9988,5321
8342,9985,5319
8343,9981,5323
8344,9988,5319
8345,9983,5322
8346,9983,5320
8347,9980,5321
8348,9986,5325
8349,9989,5327
8350,9996,5333
8351,9994,5331
8352,9997,5335
8353,10000,5334
8354,10003,5331
8355,9997,5331
8356,9992,5337
8357,9994,5343
8358,9988,5338
8359,9987,5339
8360,9992,5340
8361,9988,5344
8362,9994,5343
8363,9994,5339
8364,9994,5341
8365,9995,5345
8366,9996,5345
8367,9990,5348
8368,9986,5351
8369,9988,5348
8370,9992,5346
8371,9986,5352
8372,9984,5348
8373,9984,5347
8374,9990,5348
8375,9989,5348
8376,9995,5353
8377,9993,5349
8378,9989,5355
8379,9993,5361
8380,10000,5365
8381,10006,5361
8382,10011,5360
8383,10006,5364
8384,10005,5368
8385,10001,5368
8386,10001,5373
8387,10000,5379
8388,9996,5384
8389,9998,5389
8390,10002,5389
8391,10007,5384
8392,10007,5389
8393,10001,5388
8394,10003,5392
8395,10008,5392
8396,10008,5387
8397,10013,5393
8398,10019,5393
8399,10020,5389
8400,10017,5385
8401,10022,5391
8402,10026,5397
8403,10030,5400
8404,10037,5401
8405,10040,5405
8406,10041,5411
8407,10043,5415
8408,10037,5417
8409,10032,5421
8410,10028,5422
8411,10024,5421
8412,10032,5425
8413,10028,5429
8414,10026,5425
8415,10029,5431
8416,10035,5430
8417,10041,5436
8418,10046,5438
8419,10050,5437
8420,10053,5432
8421,10057,5432
8422,10059,5433
8423,10063,5437
8424,10065,5434
8425,10060,5436
8426,10067,5442
8427,10070,5445
8428,10070,5449
8429,10064,5453
8430,10069,5452
8431,10063,5450
8432,10063,5456
8433,10068,5461
8434,10073,5456
8435,10068,5457
8436,10070,5456
8437,10068,5462
8438,10076,5468
8439,10073,5469
8440,10079,5473
8441,10082,5479
8442,10083,5482
8443,10080,5480
8444,10079,5486
8445,10078,5483
8446,10078,5483
8447,10084,5487
8448,10080,5483
8449,10081,5482
8450,10080,5488
8451,10080,5488
8452,10077,5490
8453,10080,5496
8454,10084,5495
8455,10087,5494
8456,10082,5492
8457,10088,5496
8458,10085,5499
8459,10092,5504
8460,10098,5506
8461,10093,5502
8462,10100,5507
8463,10108,5502
8464,10116,5505
8465,10123,5505
8466,10123,5509
8467,10130,5509
8468,10138,5511
8469,10140,5512
8470,10142,5517
8471,10147,5521
8472,10151,5519
8473,10153,5516
8474,10154,5521
8475,10160,5517
8476,10159,5518
8477,10159,5520
8478,10156,5521
8479,10150,5526
8480,10145,5521
8481,10146,5523
8482,10144,5519
8483,10142,5523
8484,10150,5523
8485,10147,5518
8486,10142,5514
8487,10148,5510
8488,10143,5513
8489,10142,5513
8490,10139,5512
8491,10143,5507
8492,10137,5512
8493,10143,5517
8494,10147,5514
8495,10151,5516
8496,10158,5512
8497,10158,5509
8498,10159,5507
8499,10158,5502
8500,10161,5508
8501,10157,5508
8502,10162,5504
8503,10156,5508
8504,10155,5512
8505,10160,5507
8506,10167,5510
8507,10163,5510
8508,10157,5513
8509,10156,5511
8510,10154,5507
8511,10159,5502
8512,10153,5505
8513,10151,5500
8514,10146,5499
8515,10145,5495
8516,10148,5492
8517,10147,5493
8518,10150,5492
8519,10156,5496
8520,10162,5494
8521,10157,5496
8522,10155,5492
8523,10154,5488
8524,10161,5485
8525,10156,5489
8526,10159,5490
8527,10165,5491
8528,10171,5488
8529,10178,5493
8530,10185,5496
8531,10193,5496
8532,10193,5502
8533,10191,5502
8534,10186,5506
8535,10189,5507
8536,10193,5506
8537,10189,5505
8538,10196,5506
8539,10191,5509
8540,10185,5514
8541,10191,5511
8542,10190,5513
8543,10187,5515
8544,10190,5517
8545,10187,5517
8546,10195,5521
8547,10195,5524
8548,10201,5522
8549,10207,5520
8550,10209,5524
8551,10216,5522
8552,10216,5520
8553,10218,5526
8554,10212,5524
8555,10206,5519
8556,10210,5514
8557,10207,5517
8558,10202,5521
8559,10203,5521
8560,10211,5519
8561,10215,5525
8562,10216,5523
8563,10220,5526
8564,10228,5528
8565,10234,5534
8566,10233,5532
8567,10227,5528
8568,10225,5533
8569,10225,5533
8570,10222,5529
8571,10228,5530
8572,10234,5535
8573,10231,5539
8574,10226,5541
8575,10221,5542
8576,10220,5546
8577,10217,5549
8578,10213,5546
8579,10208,5542
8580,10214,5542
8581,10222,5542
8582,10229,5548
8583,10224,5544
8584,10226,5541
8585,10229,5541
8586,10225,5543
8587,10220,5538
8588,10218,5537
8589,10214,5542
8590,10215,5544
8591,10215,5550
8592,10219,5555
8593,10223,5550
8594,10227,5551
8595,10225,5552
8596,10230,5547
8597,10234,5547
8598,10228,5546
8599,10232,5541
8600,10228,5543
8601,10230,5542
8602,10226,5538
8603,10224,5538
8604,10228,5534
8605,10222,5537
8606,10230,5538
8607,10231,5542
8608,10225,5540
8609,10231,5543
8610,10237,5544
8611,10243,5546
8612,10245,5549
8613,10242,5552
8614,10247,5547
8615,10253,5546
8616,10250,5545
8617,10248,5544
8618,10245,5546
8619,10242,5549
8620,10238,5545
8621,10233,5540
8622,10229,5537
8623,10233,5543
8624,10237,5546
8625,10232,5551
8626,10230,5557
8627,10224,5560
8628,10228,5559
8629,10226,5562
8630,10229,5562
8631,10235,5557
8632,10229,5557
8633,10230,5554
8634,10232,5553
8635,10227,5559
8636,10232,5559
8637,10227,5565
8638,10229,5566
8639,10229,5561
8640,10234,5561
8641,10235,5561
8642,10233,5567
8643,10236,5564
8644,10238,5570
8645,10244,5566
8646,10251,5566
8647,10259,5569
8648,10256,5573
8649,10254,5573
8650,10248,5573
8651,10245,5577
8652,10244,5579
8653,10249,5575
8654,10243,5571
8655,10241,5569
8656,10243,5573
8657,10248,5571
8658,10248,5570
8659,10255,5569
8660,10254,5566
8661,10259,5561
8662,10253,5559
8663,10252,5560
8664,10246,5561
8665,10247,5566
8666,10252,5569
8667,10247,5568
8668,10251,5570
8669,10259,5573
8670,10254,5571
8671,10259,5575
8672,10258,5573
8673,10254,5577
8674,10258,5575
8675,10260,5575
8676,10256,5581
8677,10264,5579
8678,10264,5574
8679,10260,5575
8680,10262,5578
8681,10260,5582
8682,10260,5578
8683,10257,5582
8684,10256,5580
8685,10252,5584
8686,10256,5590
8687,10254,5591
8688,10255,5596
8689,10258,5601
8690,10257,5605
8691,10259,5602
8692,10253,5599
8693,10261,5599
8694,10261,5595
8695,10266,5600
8696,10274,5600
8697,10281,5606
8698,10277,5601
8699,10271,5605
8700,10270,5608
8701,10268,5609
8702,10262,5608
8703,10265,5605
8704,10259,5610
8705,10266,5615
8706,10267,5617
8707,10265,5618
8708,10264,5617
8709,10259,5614
8710,10265,5615
8711,10270,5618
8712,10271,5613
8713,10279,5613
8714,10273,5619
8715,10275,5622
8716,10283,5618
8717,10288,5617
8718,10288,5617
8719,10290,5622
8720,10289,5620
8721,10290,5626
8722,10298,5631
8723,10306,5628
8724,10306,5626
8725,10302,5625
8726,10308,5623
8727,10306,5629
8728,10314,5634
8729,10315,5639
8730,10323,5640
8731,10323,5637
8732,10330,5638
8733,10327,5639
8734,10325,5641
8735,10320,5637
8736,10328,5637
8737,10328,5642
8738,10323,5638
8739,10330,5641
8740,10329,5638
8741,10332,5635
8742,10333,5630
8743,10329,5634
8744,10327,5634
8745,10332,5638
8746,10336,5636
8747,10340,5634
8748,10340,5633
8749,10341,5636
8750,10343,5635
8751,10349,5630
8752,10344,5635
8753,10340,5630
8754,10343,5627
8755,10343,5622
8756,10342,5620
8757,10340,5620
8758,10342,5620
8759,10348,5623
8760,10345,5624
8761,10346,5625
8762,10350,5622
8763,10348,5622
8764,10355,5628
8765,10350,5631
8766,10357,5636
8767,10355,5635
8768,10355,5641
8769,10359,5638
8770,10363,5633
8771,10369,5634
8772,10367,5632
8773,10362,5632
8774,10361,5635
8775,10361,5631
8776,10355,5630
8777,10356,5627
8778,10360,5625
8779,10365,5625
8780,10362,5621
8781,10369,5626
8782,10372,5627
8783,10372,5633
8784,10366,5632
8785,10373,5627
8786,10374,5629
8787,10368,5630
8788,10368,5633
8789,10371,5630
8790,10370,5632
8791,10368,5637
8792,10367,5634
8793,10372,5637
8794,10373,5634
8795,10380,5633
8796,10388,5630
8797,10394,5633
8798,10400,5635
8799,10400,5630
8800,10408,5632
8801,10413,5635
8802,10418,5636
8803,10416,5635
8804,10415,5636
8805,10415,5640
8806,10411,5645
8807,10416,5643
8808,10424,5645
8809,10422,5644
8810,10419,5642
8811,10414,5637
8812,10418,5634
8813,10420,5633
8814,10420,5630
8815,10428,5628
8816,10429,5624
8817,10436,5622
8818,10439,5621
8819,10439,5620
8820,10435,5616
8821,10438,5622
8822,10443,5628
8823,10443,5623
8824,10442,5622
8825,10437,5620
8826,10435,5617
8827,10435,5620
8828,10433,5621
8829,10434,5623
8830,10430,5618
8831,10434,5619
8832,10437,5618
8833,10434,5621
8834,10428,5625
8835,10436,5624
8836,10434,5621
8837,10428,5618
8838,10426,5620
8839,10432,5620
8840,10436,5617
8841,10438,5618
8842,10440,5620
8843,10439,5621
8844,10440,5625
8845,10448,5630
8846,10451,5631
8847,10445,5629
8848,10453,5634
8849,10449,5640
8850,10451,5637
8851,10458,5634
8852,10465,5636
8853,10464,5634
8854,10466,5632
8855,10469,5631
8856,10476,5636
8857,10479,5640
8858,10477,5645
8859,10480,5651
8860,10476,5650
8861,10473,5651
8862,10470,5652
8863,10470,5658
8864,10476,5661
8865,10477,5661
8866,10471,5656
8867,10477,5659
8868,10481,5657
8869,10485,5663
8870,10488,5669
8871,10483,5668
8872,10485,5666
8873,10480,5670
8874,10478,5676
8875,10474,5677
8876,10480,5674
8877,10487,5669
8878,10491,5674
8879,10491,5675
8880,10485,5678
8881,10488,5683
8882,10485,5688
8883,10489,5689
8884,10485,5690
8885,10487,5692
8886,10486,5696
8887,10484,5695
8888,10485,5694
8889,10482,5690
8890,10480,5696
8891,10487,5695
8892,10487,5697
8893,10489,5692
8894,10496,5692
8895,10495,5690
8896,10491,5687
8897,10486,5683
8898,10492,5684
8899,10499,5679
8900,10505,5676
8901,10508,5674
8902,10502,5675
8903,10510,5670
8904,10511,5665
8905,10509,5669
8906,10504,5675
8907,10509,5678
8908,10508,5681
8909,10505,5680
8910,10501,5686
8911,10509,5689
8912,10515,5693
8913,10519,5693
8914,10524,5689
8915,10519,5692
8916,10518,5690
8917,10526,5694
8918,10524,5699
8919,10525,5696
8920,10531,5691
8921,10539,5688
8922,10545,5690
8923,10550,5690
8924,10558,5693
8925,10566,5694
8926,10563,5696
8927,10567,5693
8928,10562,5697
8929,10565,5699
8930,10563,5697
8931,10564,5700
8932,10568,5698
8933,10571,5704
8934,10571,5699
8935,10576,5696
8936,10578,5702
8937,10581,5708
8938,10576,5703
8939,10571,5709
8940,10576,5709
8941,10574,5705
8942,10574,5706
8943,10568,5704
8944,10566,5707
8945,10574,5705
8946,10568,5711
8947,10574,5715
8948,10574,5715
8949,10580,5710
8950,10580,5706
8951,10575,5712
8952,10572,5711
8953,10569,5715
8954,10574,5717
8955,10575,5718
8956,10576,5722
8957,10578,5722
8958,10586,5718
8959,10592,5723
8960,10598,5726
8961,10601,5726
8962,10609,5731
8963,10615,5731
8964,10615,5734
8965,10612,5738
8966,10620,5737
8967,10623,5735
8968,10620,5739
8969,10623,5738
8970,10617,5739
8971,10615,5743
8972,10609,5749
8973,10603,5746
8974,10606,5749
8975,10609,5753
8976,10615,5755
8977,10616,5757
8978,10610,5761
8979,10605,5767
8980,10606,5767
8981,10605,5769
8982,10600,5766
8983,10606,5764
8984,10606,5760
8985,10602,5762
8986,10610,5760
8987,10610,5760
8988,10609,5761
8989,10617,5766
8990,10612,5761
8991,10611,5766
8992,10611,5772
8993,10613,5772
8994,10612,5769
8995,10619,5768
8996,10615,5766
8997,10620,5772
8998,10628,5767
8999,10636,5770
9000,10640,5771
9001,10635,5768
9002,10637,5774
9003,10633,5778
9004,10630,5781
9005,10636,5778
9006,10632,5778
9007,10636,5783
9008,10641,5781
9009,10636,5787
9010,10639,5785
9011,10638,5788
9012,10637,5785
9013,10643,5787
9014,10642,5792
9015,10637,5792
9016,10635,5798
9017,10637,5798
9018,10635,5800
9019,10640,5805
9020,10641,5807
9021,10638,5809
9022,10636,5813
9023,10633,5810
9024,10635,5815
9025,10640,5812
9026,10634,5811
9027,10629,5817
9028,10636,5823
9029,10644,5827
9030,10645,5832
9031,10653,5835
9032,10654,5833
9033,10662,5829
9034,10663,5829
9035,10664,5833
9036,10663,5838
9037,10662,5844
9038,10656,5846
9039,10660,5846
9040,10656,5851
9041,10659,5851
9042,10653,5857
9043,10652,5858
9044,10654,5859
9045,10662,5860
9046,10660,5857
9047,10655,5861
9048,10663,5856
9049,10663,5858
9050,10665,5858
9051,10665,5859
9052,10659,5862
9053,10657,5859
9054,10661,5858
9055,10656,5857
9056,10651,5859
9057,10653,5859
9058,10660,5858
9059,10660,5854
9060,10667,5859
9061,10674,5857
9062,10671,5862
9063,10671,5857
9064,10665,5858
9065,10667,5854
9066,10664,5851
9067,10659,5846
9068,10656,5850
9069,10662,5853
9070,10657,5859
9071,10651,5863
9072,10656,5867
9073,10655,5862
9074,10649,5860
9075,10649,5855
9076,10650,5850
9077,10653,5850
9078,10648,5850
9079,10645,5855
9080,10642,5857
9081,10636,5854
9082,10634,5851
9083,10629,5848
9084,10635,5848
9085,10630,5846
9086,10628,5846
9087,10634,5848
9088,10640,5843
9089,10639,5838
9090,10645,5841
9091,10653,5838
9092,10652,5839
9093,10656,5845
9094,10654,5843
9095,10662,5846
9096,10667,5847
9097,10662,5844
9098,10656,5848
9099,10660,5850
9100,10664,5845
9101,10661,5843
9102,10668,5842
9103,10675,5844
9104,10674,5842
9105,10678,5842
9106,10682,5842
9107,10677,5842
9108,10677,5845
9109,10675,5850
9110,10681,5849
9111,10680,5846
9112,10688,5852
9113,10683,5852
9114,10678,5856
9115,10686,5856
9116,10694,5861
9117,10694,5862
9118,10690,5861
9119,10698,5856
9120,10695,5858
9121,10693,5856
9122,10698,5862
9123,10706,5865
9124,10714,5871
9125,10711,5870
9126,10706,5866
9127,10703,5870
9128,10700,5872
9129,10694,5873
9130,10698,5875
9131,10700,5880
9132,10703,5885
9133,10711,5891
9134,10718,5896
9135,10715,5901
9136,10716,5899
9137,10723,5903
9138,10723,5907
9139,10722,5911
9140,10723,5915
9141,10725,5921
9142,10733,5924
9143,10734,5927
9144,10741,5927
9145,10746,5922
9146,10746,5925
9147,10753,5920
9148,10753,5919
9149,10760,5919
9150,10762,5916
9151,10760,5922
9152,10756,5926
9153,10764,5928
9154,10763,5934
9155,10769,5934
9156,10771,5935
9157,10768,5938
9158,10775,5938
9159,10783,5937
9160,10783,5940
9161,10788,5940
9162,10796,5937
9163,10804,5934
9164,10805,5930
9165,10801,5931
9166,10805,5932
9167,10801,5930
9168,10798,5928
9169,10801,5930
9170,10809,5927
9171,10814,5931
9172,10813,5936
9173,10821,5938
9174,10820,5937
9175,10815,5939
9176,10814,5943
9177,10821,5944
9178,10818,5940
9179,10814,5935
9180,10813,5933
9181,10813,5930
9182,10820,5930
9183,10826,5932
9184,10827,5936
9185,10830,5937
9186,10838,5941
9187,10836,5937
9188,10830,5933
9189,10836,5934
9190,10835,5930
9191,10841,5934
9192,10849,5930
9193,10843,5928
9194,10839,5929
9195,10836,5925
9196,10840,5920
9197,10844,5917
9198,10840,5915
9199,10846,5912
9200,10847,5908
9201,10851,5904
9202,10857,5905
9203,10858,5907
9204,10864,5904
9205,10859,5904
9206,10862,5903
9207,10868,5903
9208,10865,5908
9209,10865,5904
9210,10861,5907
9211,10855,5909
9212,10852,5906
9213,10849,5906
9214,10849,5902
9215,10851,5899
9216,10845,5897
9217,10847,5899
9218,10844,5894
9219,10851,5898
9220,10850,5895
9221,10857,5895
9222,10862,5901
9223,10870,5905
9224,10868,5911
9225,10863,5909
9226,10859,5907
9227,10860,5903
9228,10857,5904
9229,10860,5905
9230,10865,5909
9231,10862,5914
9232,10858,5919
9233,10863,5921
9234,10862,5916
9235,10864,5915
9236,10866,5913
9237,10874,5916
9238,10868,5922
9239,10868,5926
9240,10868,5931
9241,10876,5936
9242,10873,5935
9243,10868,5939
9244,10868,5941
9245,10873,5938
9246,10870,5940
9247,10869,5938
9248,10871,5937
9249,10878,5935
9250,10885,5931
9251,10888,5926
9252,10896,5932
9253,10890,5938
9254,10888,5933
9255,10889,5938
9256,10890,5935
9257,10893,5939
9258,10887,5945
9259,10883,5943
9260,10887,5945
9261,10895,5944
9262,10901,5946
9263,10895,5952
9264,10891,5949
9265,10889,5951
9266,10893,5952
9267,10897,5947
9268,10897,5943
9269,10904,5939
9270,10900,5937
9271,10902,5943
9272,10901,5942
9273,10901,5939
9274,10897,5936
9275,10896,5940
9276,10893,5937
9277,10891,5943
9278,10894,5945
9279,10892,5951
9280,10888,5953
9281,10896,5948
9282,10901,5952
9283,10900,5952
9284,10900,5954
9285,10898,5955
9286,10900,5959
9287,10902,5957
9288,10906,5963
9289,10901,5965
9290,10902,5967
9291,10910,5963
9292,10914,5968
9293,10919,5974
9294,10926,5976
9295,10925,5977
9296,10924,5981
9297,10932,5984
9298,10931,5982
9299,10937,5979
9300,10941,5982
9301,10937,5983
9302,10936,5985
9303,10941,5984
9304,10941,5985
9305,10942,5988
9306,10936,5992
9307,10936,5993
9308,10937,5993
9309,10938,5991
9310,10936,5987
9311,10939,5993
9312,10942,5989
9313,10947,5989
9314,10943,5986
9315,10941,5981
9316,10936,5986
9317,10943,5981
9318,10939,5981
9319,10943,5982
9320,10947,5980
9321,10954,5977
9322,10950,5978
9323,10952,5976
9324,10957,5981
9325,10965,5987
9326,10971,5992
9327,10971,5989
9328,10969,5986
9329,10971,5992
9330,10977,5992
9331,10983,5995
9332,10984,5991
9333,10983,5986
9334,10990,5990
9335,10990,5995
9336,10993,5998
9337,11001,5996
9338,11007,6001
9339,11008,6000
9340,11013,5997
9341,11014,6002
9342,11015,5999
9343,11021,6004
9344,11025,6007
9345,11028,6007
9346,11024,6004
9347,11028,6003
9348,11026,6003
9349,11027,6003
9350,11028,5999
9351,11035,5999
9352,11039,5998
9353,11045,5994
9354,11046,5992
9355,11047,5992
9356,11053,5991
9357,11058,5990
9358,11059,5988
9359,11055,5990
9360,11063,5985
9361,11061,5980
9362,11066,5982
9363,11062,5980
9364,11064,5979
9365,11061,5984
9366,11065,5983
9367,11063,5987
9368,11070,5992
9369,11073,5990
9370,11081,5994
9371,11087,5996
9372,11094,5998
9373,11098,5994
9374,11104,5994
9375,11106,6000
9376,11112,6005
9377,11106,6005
9378,11112,6005
9379,11118,6008
9380,11119,6008
9381,11123,6003
9382,11117,6008
9383,11113,6006
9384,11118,6010
9385,11123,6007
9386,11121,6004
9387,11120,6008
9388,11118,6003
9389,11121,6005
9390,11115,6007
9391,11109,6004
9392,11112,6008
9393,11106,6008
9394,11104,6003
9395,11107,6009
9396,11106,6012
9397,11114,6008
9398,11111,6008
9399,11111,6009
9400,11112,6007
9401,11107,6007
9402,11113,6013
9403,11119,6019
9404,11122,6018
9405,11128,6013
9406,11125,6014
9407,11125,6015
9408,11123,6021
9409,11117,6027
9410,11118,6022
9411,11126,6017
9412,11123,6021
9413,11121,6024
9414,11126,6019
9415,11127,6021
9416,11132,6018
9417,11128,6024
9418,11134,6023
9419,11142,6021
9420,11141,6025
9421,11146,6021
9422,11152,6023
9423,11154,6027
9424,11150,6032
9425,11157,6033
9426,11164,6032
9427,11166,6035
9428,11160,6038
9429,11164,6040
9430,11171,6039
9431,11175,6034
9432,11178,6034
9433,11173,6040
9434,11178,6042
9435,11178,6043
9436,11173,6049
9437,11170,6052
9438,11177,6058
9439,11180,6063
9440,11176,6063
9441,11175,6069
9442,11175,6070
9443,11178,6065
9444,11185,6060
9445,11193,6064
9446,11198,6063
9447,11197,6059
9448,11192,6060
9449,11191,6058
9450,11194,6062
9451,11200,6068
9452,11205,6072
9453,11213,6076
9454,11208,6071
9455,11210,6072
9456,11218,6076
9457,11212,6076
9458,11220,6078
9459,11222,6079
9460,11219,6076
9461,11213,6074
9462,11216,6079
9463,11224,6082
9464,11223,6088
9465,11226,6085
9466,11225,6087
9467,11227,6086
9468,11226,6085
9469,11221,6080
9470,11217,6079
9471,11211,6076
9472,11215,6077
9473,11216,6073
9474,11214,6074
9475,11218,6075
9476,11220,6081
9477,11216,6077
9478,11210,6083
9479,11211,6088
9480,11213,6085
9481,11207,6086
9482,11213,6082
9483,11209,6084
9484,11216,6089
9485,11223,6094
9486,11225,6097
9487,11228,6099
9488,11228,6103
9489,11236,6103
9490,11244,6105
9491,11247,6107
9492,11242,6113
9493,11239,6116
9494,11240,6121
9495,11239,6124
9496,11234,6123
9497,11232,6119
9498,11231,6114
9499,11231,6115
9500,11226,6114
9501,11230,6109
9502,11236,6107
9503,11243,6106
9504,11244,6109
9505,11247,6115
9506,11249,6118
9507,11253,6124
9508,11253,6119
9509,11254,6125
9510,11258,6129
9511,11254,6130
9512,11262,6135
9513,11261,6136
9514,11264,6132
9515,11264,6134
9516,11269,6138
9517,11263,6139
9518,11263,6144
9519,11263,6139
9520,11259,6134
9521,11258,6137
9522,11256,6141
9523,11257,6141
9524,11261,6143
9525,11255,6141
9526,11260,6146
9527,11256,6150
9528,11263,6149
9529,11264,6154
9530,11259,6154
9531,11256,6157
9532,11255,6156
9533,11262,6160
9534,11259,6163
9535,11266,6169
9536,11266,6170
9537,11262,6170
9538,11257,6175
9539,11260,6181
9540,11266,6176
9541,11271,6175
9542,11275,6181
9543,11280,6178
9544,11279,6181
9545,11274,6183
9546,11278,6187
9547,11284,6193
9548,11289,6191
9549,11283,6192
9550,11285,6197
9551,11280,6202
9552,11278,6197
9553,11279,6193
9554,11275,6189
9555,11274,6191
9556,11268,6190
9557,11267,6193
9558,11271,6194
9559,11275,6199
9560,11278,6195
9561,11280,6191
9562,11281,6195
9563,11288,6198
9564,11289,6193
9565,11293,6189
9566,11296,6186
9567,11292,6189
9568,11290,6195
9569,11297,6200
9570,11305,6196
9571,11300,6200
9572,11295,6201
9573,11295,6206
